company_names,ratings,reviews_count,salary_count,interview_count,jobs_count,company_sector,locations,benefits_count,page_num
Fedbank Financial Services,4.0,841,3.1k,46,7,NBFC,Mumbai +163 other locations,40,62
H&M,3.9,840,3k,118,47,Fashion & Textile,Bangalore / Bengaluru +56 other locations,76,62
Duck Creek Technologies,4.6,840,1.2k,86,37,Software Product,Mumbai +9 other locations,399,62
Epsilon,3.7,839,7.2k,103,121,Marketing & Advertising,Bangalore / Bengaluru +16 other locations,87,62
Porter,3.5,839,3.6k,100,9,Internet,Bangalore / Bengaluru +31 other locations,49,62
Arvind Lifestyle Brands,4.0,838,2k,19,43,Retail,Bangalore / Bengaluru +87 other locations,1,62
Swaraj Tractors,4.1,837,2.9k,38,--,Automobile,Mohali +103 other locations,123,62
Jaya Hind Industries,3.7,837,2.6k,63,--,Auto Components,Pune +37 other locations,59,62
Ups Logistics,3.6,836,4.3k,82,530,Logistics,Pune +37 other locations,77,62
Tata Hitachi Construction Machinery,4.0,835,3k,66,1,Industrial Machinery,Kharagpur +75 other locations,79,62
AuthBridge Research Services,3.2,835,3.1k,50,8,IT Services & Consulting,Gurgaon / Gurugram +21 other locations,56,62
Sanden Vikas,4.0,834,2.7k,52,--,Auto Components,Faridabad +33 other locations,70,62
Bank of India,3.9,836,2.7k,52,--,Banking,Mumbai +181 other locations,92,62
Shaktiman Tirth Agro Technology,3.9,834,2.9k,63,--,Industrial Machinery,Rajkot +64 other locations,80,63
Torry Harris Integration Solutions,4.3,833,4.5k,188,13,IT Services & Consulting,Bangalore / Bengaluru +10 other locations,42,63
Parag Milk Foods,4.0,833,2.5k,78,5,Food Processing,Mumbai +91 other locations,55,63
Wipro PARI,3.2,834,3.4k,64,22,Industrial Automation,Pune +26 other locations,17,63
Mahindra Tractors,4.1,832,2.6k,54,--,Automobile,Nagpur +129 other locations,3,63
Impact Infotech Pvt. Ltd.,3.4,832,2.8k,58,1,IT Services & Consulting,Mumbai +74 other locations,79,63
KGISL,3.0,831,5.3k,91,17,IT Services & Consulting,Coimbatore +20 other locations,97,63
Fareportal,3.0,830,3.6k,45,6,Internet,Gurgaon / Gurugram +14 other locations,98,63
MOURI Tech,3.6,829,6.1k,73,110,IT Services & Consulting,Hyderabad / Secunderabad +10 other locations,54,63
Union Bank of India,3.8,827,2.7k,38,--,Banking,Mumbai +149 other locations,70,63
Guardian India,3.9,826,4.4k,61,9,Insurance,Chennai +13 other locations,87,63
Satya MicroCapital,3.6,826,2.1k,66,2,NBFC,New Delhi +179 other locations,45,63
Royal Sundaram General Insurance,3.8,826,2.9k,24,16,Insurance,Chennai +104 other locations,60,63
Rohan Builders,4.1,826,2.3k,58,67,Real Estate,Pune +71 other locations,62,63
Punj Lloyd,4.0,825,1.6k,19,--,Engineering & Construction,Gurgaon / Gurugram +70 other locations,139,63
Thryve Digital,3.9,824,5.5k,74,37,IT Services & Consulting,Chennai +7 other locations,54,63
HP India,3.8,824,5.7k,160,2,Consumer Electronics & Appliances,Bangalore / Bengaluru +63 other locations,101,63
Zudio,3.9,823,1.8k,51,--,Retail,New Delhi +136 other locations,16,63
FIITJEE,3.2,822,2k,56,--,Education & Training,New Delhi +48 other locations,52,63
India Shelter Finance Corporation,3.8,822,2.2k,34,5,NBFC,Gurgaon / Gurugram +177 other locations,36,63
Casagrand,3.8,823,4.1k,72,70,Real Estate,Chennai +19 other locations,34,64
Ather Energy,4.1,821,4.3k,70,10,Automobile,Bangalore / Bengaluru +65 other locations,34,64
Luxoft,3.6,819,5k,136,521,IT Services & Consulting,Bangalore / Bengaluru +23 other locations,99,64
Tata Power Solar,4.1,819,3k,84,--,Power,Bangalore / Bengaluru +87 other locations,46,64
Nibav Lifts,3.9,819,1.6k,99,123,Industrial Machinery,Chennai +41 other locations,23,64
Truhome Finance,3.6,818,2.5k,58,23,Financial Services,Mumbai +157 other locations,43,64
Medusind Solutions,3.5,817,2.9k,35,32,IT Services & Consulting,Chennai +11 other locations,99,64
Lumen Technologies,4.0,816,4k,55,6,Hardware & Networking,Bangalore / Bengaluru +13 other locations,103,64
Ford Business Solutions,4.1,816,4k,52,27,IT Services & Consulting,Chennai +51 other locations,28,64
Greaves Cotton,4.0,815,2.9k,30,9,Auto Components,Aurangabad +47 other locations,92,64
Nippon Koei India,4.8,815,1.2k,164,3,Engineering & Construction,New Delhi +69 other locations,27,64
Eris Lifesciences,3.6,813,2.4k,45,451,Pharma,Ahmedabad +89 other locations,75,64
Huhtamaki,4.0,812,2.7k,25,12,Packaging,Mumbai +44 other locations,87,64
Ramco Systems,3.9,812,5.3k,71,6,Software Product,Chennai +29 other locations,63,64
Qinecsa Solutions,2.8,813,2.7k,61,1,Clinical Research,Mysuru / Mysore +19 other locations,4,64
Regulated Council of Immigration Consultants,5.0,811,--,--,--,Other,Dubai +5 other locations,--,64
Metso,4.1,812,3.1k,82,16,Metals & Mining,Alwar +47 other locations,62,64
Freshworks,3.4,809,6.9k,179,48,Software Product,Chennai +47 other locations,53,64
UKG,3.0,808,5.7k,120,18,Software Product,Noida +12 other locations,43,64
Alorica,3.1,808,2.9k,89,37,BPO,Bangalore / Bengaluru +15 other locations,23,64
Victora Auto Private Limited,3.9,807,3.2k,47,--,Auto Components,Faridabad +30 other locations,42,65
eTeam,3.2,805,3.6k,51,4,Recruitment,Bangalore / Bengaluru +19 other locations,30,65
Vijaya Diagnostic Centre,3.9,805,2.1k,45,101,Healthcare,Hyderabad / Secunderabad +40 other locations,140,65
Rodic Consultants,4.2,804,1.9k,43,11,Engineering & Construction,New Delhi +132 other locations,69,65
Bpo Convergence,3.4,804,2k,65,2,BPO,Hyderabad / Secunderabad +39 other locations,35,65
Nexdigm,3.7,820,3.3k,68,536,Management Consulting,Pune +12 other locations,14,65
Rockwell Automation,3.7,801,5.5k,85,118,Industrial Automation,Pune +22 other locations,73,65
IBS Software Services,3.6,802,6.4k,120,21,Software Product,Kochi +18 other locations,71,65
Sutherland Healthcare Solutions,3.7,801,3.8k,48,--,Analytics & KPO,Hyderabad / Secunderabad +14 other locations,53,65
Bill Gosling Outsourcing India,3.5,793,2.9k,50,60,Gurgaon / Gurugram +13 other locations,,82,65
Clarivate,3.7,801,6.3k,93,114,Analytics & KPO,Bangalore / Bengaluru +17 other locations,47,65
Integra Software Services,3.7,800,3k,41,7,IT Services & Consulting,Pondicherry / Puducherry +19 other locations,31,65
DBG Technology,3.7,800,2.1k,85,--,Electronics Manufacturing,Rewari +24 other locations,29,65
Poly Medicure,3.5,799,2.8k,77,21,Medical Equipment,Faridabad +44 other locations,44,65
Fluor Corporation,4.1,801,1.8k,32,58,Engineering & Construction,Gurgaon / Gurugram +24 other locations,6,65
Border Security Force,4.4,798,1.4k,15,--,Law Enforcement & Security,New Delhi +113 other locations,80,65
RR kabel,4.1,798,2.8k,67,--,Electrical Equipment,Vadodara +115 other locations,44,65
Artech Infosystems,3.3,799,3.9k,82,--,Recruitment,Bangalore / Bengaluru +21 other locations,73,65
Investors Clinic,3.6,797,1.5k,74,49,Real Estate,Noida +34 other locations,31,65
Linde India,3.9,797,3.6k,56,--,Chemicals,Vadodara +55 other locations,86,65
Investors Clinic,3.6,797,1.5k,74,49,Real Estate,Noida +34 other locations,31,66
Forever Living Products,4.3,796,1.5k,74,--,Fitness & Wellness,Mumbai +96 other locations,48,66
Teamware Solutions,4.2,796,3.2k,68,5,Recruitment,Hyderabad / Secunderabad +24 other locations,41,66
Intex Technologies,3.6,795,1.5k,17,5,Consumer Electronics & Appliances,New Delhi +75 other locations,98,66
Eveready Industries,3.9,793,2.4k,43,1,Consumer Electronics & Appliances,Kolkata +111 other locations,87,66
Advik Hi Tech,3.7,791,3k,58,3,Auto Components,Pune +30 other locations,59,66
Baxter International,3.8,792,3.6k,50,19,Healthcare,Bangalore / Bengaluru +32 other locations,84,66
Hitachi,4.0,790,4.6k,95,32,Industrial Machinery,Bangalore / Bengaluru +85 other locations,61,66
Syneos Health,3.6,791,3.5k,60,159,Clinical Research,Gurgaon / Gurugram +16 other locations,45,66
Zidio Development,4.4,788,99,172,--,IT Services & Consulting,Bangalore / Bengaluru +35 other locations,2,66
Principal Global Services,3.7,787,5.7k,83,37,Insurance,Pune +11 other locations,93,66
JK Paper,3.8,786,2.7k,63,5,Pulp & Paper,Rayagada +52 other locations,68,66
Skill Lync,3.1,786,3.6k,92,--,EdTech,Chennai +17 other locations,28,66
Edubridge Learning,3.9,786,1.3k,66,17,EdTech,Mumbai +63 other locations,156,66
Prama Hikvision India,3.6,786,3k,62,10,Electronics Manufacturing,Mumbai +55 other locations,39,66
K Raheja Corp,4.1,784,3k,71,26,Real Estate,Mumbai +18 other locations,69,66
IFFCO,4.1,784,1.9k,52,--,Agro Chemicals,New Delhi +114 other locations,90,66
PUMA,4.1,782,2.5k,69,4,Fashion & Textile,Bangalore / Bengaluru +100 other locations,81,66
Qualitest,3.6,782,6.6k,91,9,IT Services & Consulting,Bangalore / Bengaluru +22 other locations,27,66
Cigniti Technologies,3.8,782,6.8k,86,--,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,50,66
Rashmi Group,3.5,781,3.1k,50,4,Iron & Steel,Kharagpur +31 other locations,39,67
NTT,3.8,780,4.8k,68,1,IT Services & Consulting,Mumbai +42 other locations,62,67
THE LEELA PALACES HOTELS & RESORTS,4.0,780,2.2k,35,--,Hospitality,New Delhi +33 other locations,111,67
RenewBuy,3.3,779,2.9k,61,--,Internet,Gurgaon / Gurugram +107 other locations,22,67
Zuventus Healthcare,3.8,779,2.2k,61,86,Pharma,Mumbai +100 other locations,59,67
Indo Autotech,3.9,779,2.8k,52,--,Auto Components,Faridabad +33 other locations,63,67
Engineers India,4.2,778,3.4k,86,10,Engineering & Construction,New Delhi +84 other locations,76,67
Franklin Templeton Investments,3.9,778,4k,32,56,Financial Services,Hyderabad / Secunderabad +32 other locations,70,67
Praj Industries,4.0,777,3.2k,42,33,Biotechnology,Pune +44 other locations,63,67
Maveric Systems,3.4,777,7.3k,131,4,IT Services & Consulting,Chennai +11 other locations,73,67
Prince Pipes & Fittings,4.2,776,2.4k,53,14,Building Material,Mumbai +82 other locations,55,67
Pratap Technocrats,3.8,776,1.8k,34,3,Telecom,Ahmedabad +120 other locations,38,67
Careernet,3.5,775,4.5k,46,--,Recruitment,Bangalore / Bengaluru +24 other locations,53,67
Wipro Consumer Care & Lighting,3.7,775,3.7k,73,9,FMCG,Bangalore / Bengaluru +119 other locations,273,67
Zydus Healthcare,3.9,775,2.2k,60,--,Pharma,Mumbai +106 other locations,14,67
Aequs,3.4,774,3.4k,55,17,Defence & Aerospace,Belgaum +13 other locations,48,67
AISIN,4.1,772,2.6k,55,--,Auto Components,Rohtak +27 other locations,87,67
Rallis India,4.1,771,2.5k,44,1,Agro Chemicals,Ankleshwar +115 other locations,80,67
Five-Star Business Finance,4.1,771,2k,26,2,NBFC,Chennai +244 other locations,34,67
Chennai Radha Engineering Works,3.9,770,2.2k,37,4,Engineering & Construction,Chennai +58 other locations,89,67
Waaree Energies,4.0,771,3.2k,74,18,Power,Surat +53 other locations,43,68
First Advantage,3.5,769,5.1k,32,54,Recruitment,Bangalore / Bengaluru +12 other locations,59,68
Jai Balaji Group,3.2,769,3k,53,--,Iron & Steel,Durgapur +41 other locations,63,68
Cohance Lifesciences,3.8,914,3.1k,40,5,Pharma,Hyderabad / Secunderabad +22 other locations,39,68
BDO,3.2,769,5.4k,54,--,Accounting & Auditing,Mumbai +33 other locations,17,68
Toyo Engineering,4.0,766,3.6k,60,--,Engineering & Construction,Mumbai +44 other locations,79,68
Microtek International,3.7,768,2.7k,51,1,Consumer Electronics & Appliances,New Delhi +119 other locations,54,68
Better.com,3.0,767,4k,56,26,Financial Services,Gurgaon / Gurugram +9 other locations,121,68
Progressive Infotech,3.3,765,2.7k,42,13,IT Services & Consulting,Noida +68 other locations,63,68
Ksb Pumps,3.8,765,3.3k,55,83,Industrial Machinery,Pune +40 other locations,42,68
Credence Resource Management,3.1,765,3.1k,36,33,BPO,Pune +9 other locations,83,68
Ask Automotive,4.2,764,2.9k,36,--,Auto Components,Gurgaon / Gurugram +29 other locations,46,68
Denave,3.5,763,2.7k,45,37,Marketing & Advertising,Noida +70 other locations,76,68
Action Construction Equipment,3.7,764,2.8k,70,--,Industrial Machinery,Faridabad +59 other locations,40,68
Wipro Infrastructure Engineering,3.7,762,3.9k,62,8,Industrial Machinery,Bangalore / Bengaluru +38 other locations,87,68
Simplilearn,3.2,761,4.5k,114,69,EdTech,Bangalore / Bengaluru +9 other locations,50,68
Somany Ceramics,4.1,761,2.7k,26,11,Building Material,New Delhi +83 other locations,65,68
Fleetguard Filters Private Limited,4.3,761,2.7k,51,18,Auto Components,Pune +84 other locations,60,68
Novac Technology Solutions,3.6,761,5.3k,74,46,Software Product,Chennai +25 other locations,48,68
Lea Associates South Asia,4.2,762,1.8k,30,--,Engineering & Construction,New Delhi +139 other locations,79,68
Reliance Smart,4.1,760,2.2k,35,--,Retail,Hyderabad / Secunderabad +250 other locations,24,69
Travel Food Services Ltd,4.0,759,2k,47,--,Hospitality,Mumbai +35 other locations,62,69
JioStar,3.5,759,4.7k,63,228,Media & Entertainment,Mumbai +42 other locations,22,69
Dunzo,3.5,759,3.2k,71,--,Internet,Bangalore / Bengaluru +20 other locations,26,69
Amber Enterprises India,3.9,759,2.9k,54,12,Electronics Manufacturing,Gurgaon / Gurugram +44 other locations,39,69
Creambell,3.9,758,2k,44,3,Food Processing,New Delhi +104 other locations,73,69
Hitachi Digital Services,3.5,757,2k,68,178,IT Services & Consulting,Hyderabad / Secunderabad +15 other locations,49,69
Creative Synergies Group,4.0,757,2.2k,30,5,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,16,69
Quatrro Business Support Services,3.3,757,2.5k,60,25,Gurgaon / Gurugram +14 other locations,,85,69
BNP Paribas India Solutions,3.6,757,6.3k,76,2,IT Services & Consulting,Mumbai +9 other locations,110,69
Fidelity International,3.6,756,5.6k,57,148,Financial Services,Gurgaon / Gurugram +14 other locations,82,69
BCD Travel,4.3,755,1.8k,147,26,Travel & Tourism,Bangalore / Bengaluru +11 other locations,36,69
Hilti,3.4,756,3.5k,69,22,Industrial Machinery,Gurgaon / Gurugram +47 other locations,79,69
Radical Minds,2.9,755,2.6k,65,7,BPO,Gurgaon / Gurugram +13 other locations,35,69
Allied Digital Services,3.2,754,3.2k,65,8,IT Services & Consulting,Mumbai +54 other locations,33,69
Samsung E&A,3.9,754,2.3k,72,--,Engineering & Construction,Noida +47 other locations,112,69
Vastu Housing Finance,4.2,754,2.2k,55,7,NBFC,Mumbai +168 other locations,145,69
People Tech Group,2.4,753,5.2k,85,22,IT Services & Consulting,Hyderabad / Secunderabad +12 other locations,34,69
Orion Edutech,3.1,753,1.4k,22,1,EdTech,Kolkata +114 other locations,75,69
1 India Family Mart,4.6,753,1.5k,39,1,Retail,New Delhi +99 other locations,42,69
Reliance BP Mobility,3.6,753,2.7k,72,8,Oil & Gas,Mumbai +102 other locations,20,70
Consero Global Solutions,3.5,752,3.6k,107,--,Financial Services,Bangalore / Bengaluru +10 other locations,23,70
CADD Centre Training Services,3.9,752,2k,38,5,Education & Training,Chennai +134 other locations,91,70
Assystem,3.3,751,2k,49,305,Engineering & Construction,Chennai +68 other locations,2,70
Forvia Hella,3.9,751,3.4k,49,86,Auto Components,Pune +32 other locations,75,70
Central Industrial Security Force,4.3,751,1.9k,24,--,Law Enforcement & Security,New Delhi +89 other locations,76,70
Ramkrishna Forgings,3.4,750,2.8k,63,--,Auto Components,Jamshedpur +28 other locations,52,70
McDermott International,4.2,750,3.6k,62,41,Engineering & Construction,Chennai +33 other locations,72,70
Axtria,2.8,749,7.3k,133,145,Software Product,Gurgaon / Gurugram +8 other locations,75,70
HSBC Software Development,4.1,749,8.2k,26,--,Pune +8 other locations,,6,70
Dineshchandra R. Agrawal Infracon,4.0,749,2.4k,58,9,Engineering & Construction,Ahmedabad +78 other locations,33,70
Amadeus,3.7,748,6.9k,124,14,Software Product,Bangalore / Bengaluru +14 other locations,93,70
Brane Enterprises,2.1,748,3.4k,150,--,Software Product,Hyderabad / Secunderabad +12 other locations,19,70
Times Internet,3.4,747,5.4k,73,14,Internet,Noida +24 other locations,70,70
Finolex Cables,3.7,746,2.6k,44,15,Electrical Equipment,Pune +76 other locations,45,70
SLK Global Services,3.9,745,2.7k,34,--,BPO,Bangalore / Bengaluru +9 other locations,95,70
Bses Rajdhani Power,3.8,746,2.7k,55,3,Power,New Delhi +22 other locations,62,70
Mswipe Technologies,3.3,745,2.4k,34,--,FinTech,Mumbai +99 other locations,56,70
Vaaman Engineers,3.8,745,2.2k,69,17,Engineering & Construction,Jharsuguda +46 other locations,55,70
Alivus Life Sciences,3.8,745,4k,41,4,Pharma,Ankleshwar +22 other locations,42,70
Wapcos,3.3,742,2.3k,38,--,Engineering & Construction,New Delhi +145 other locations,38,71
Universal Sompo General Insurance,4.3,742,2.1k,139,1,Insurance,Mumbai +118 other locations,42,71
Sharda Motor Industries,3.8,741,2.8k,51,34,Auto Components,Chennai +27 other locations,84,71
Bunge India,4.0,741,3.1k,50,159,Food Processing,Mohali +70 other locations,59,71
Galfar,3.9,740,1.8k,32,--,Engineering & Construction,Muscat +41 other locations,81,71
Veradigm,3.8,740,3.6k,43,3,Software Product,Pune +9 other locations,7,71
OLX,3.8,739,3.3k,67,8,Internet,Gurgaon / Gurugram +56 other locations,112,71
ESL Steel,3.8,739,2.1k,37,--,Iron & Steel,Bokaro +24 other locations,87,71
VA Tech Wabag,3.8,739,2.9k,57,26,Waste Management,Chennai +53 other locations,87,71
National Informatics Centre,3.9,739,4.1k,42,--,Government,New Delhi +77 other locations,24,71
Integreon,3.2,739,4k,56,52,BPO,Mumbai +12 other locations,84,71
India Cements,3.8,738,2.6k,52,--,Building Material,Chennai +91 other locations,61,71
CMS Computers Limited (INDIA),3.6,737,3.1k,42,23,IT Services & Consulting,New Delhi +77 other locations,52,71
Hapag-Lloyd,3.8,737,2.9k,29,6,Ports & Shipping,Chennai +16 other locations,72,71
Bitwise Solutions,3.7,737,4.4k,57,4,IT Services & Consulting,Pune +9 other locations,120,71
Wabtec,3.9,738,3.9k,60,69,Auto Components,Bangalore / Bengaluru +27 other locations,49,71
Zee Entertainment Enterprises,3.4,736,4.3k,54,60,Media & Entertainment,Mumbai +35 other locations,49,71
Mott MacDonald,4.0,736,2.7k,56,277,Management Consulting,Mumbai +49 other locations,48,71
Ugro Capital,3.7,736,2.6k,44,9,NBFC,Mumbai +161 other locations,23,71
JM Financial,3.8,736,3.7k,58,11,Financial Services,Mumbai +68 other locations,33,71
Exicom,4.0,734,3k,57,9,Semiconductors,Gurgaon / Gurugram +32 other locations,68,72
Vertex Customer Solutions,3.6,734,1.1k,15,--,IT Services & Consulting,Chennai +33 other locations,87,72
Indusind Marketing & Financial Services,3.7,734,1.5k,32,--,Financial Services,Chennai +269 other locations,60,72
Primus Global Technologies,3.7,734,3k,24,12,IT Services & Consulting,Bangalore / Bengaluru +28 other locations,61,72
Livguard,3.9,733,2.2k,45,--,Electronics Manufacturing,Gurgaon / Gurugram +86 other locations,13,72
India Japan Lighting,4.1,732,2.6k,63,--,Auto Components,Chennai +29 other locations,67,72
Patel Infrastructure Limited,4.2,732,2k,46,16,Engineering & Construction,Vadodara +58 other locations,70,72
Religare,3.7,731,2.5k,33,9,Financial Services,New Delhi +97 other locations,29,72
Isuzu Motors,4.1,731,2.9k,53,1,Automobile,Chennai +38 other locations,88,72
ffreedom app,3.5,731,1.4k,64,--,Internet,Bangalore / Bengaluru +26 other locations,1,72
Sun Life Financial,3.8,730,4.2k,53,106,Financial Services,Gurgaon / Gurugram +12 other locations,111,72
GirnarSoft,3.6,730,3.4k,35,9,IT Services & Consulting,Gurgaon / Gurugram +53 other locations,98,72
UnitedLex,2.7,730,3.6k,72,47,Analytics & KPO,New Delhi +12 other locations,58,72
EMERSON PROCESS MANAGEMENT,4.1,730,4.4k,62,--,Industrial Automation,Pune +31 other locations,76,72
ManipalCigna Health Insurance,3.7,730,2.9k,43,98,Insurance,Mumbai +133 other locations,42,72
Deepak Nitrite,4.0,729,3.1k,52,21,Chemicals,Vadodara +20 other locations,69,72
Steel Authority Of India,4.1,729,2.2k,46,--,Iron & Steel,Rourkela +49 other locations,57,72
TO THE NEW,3.6,727,5.5k,150,32,IT Services & Consulting,Noida +19 other locations,93,72
LifeCell International,3.3,727,2.8k,51,7,Biotechnology,Chennai +75 other locations,70,72
Greenply,3.8,726,2.3k,56,10,Building Material,Kolkata +94 other locations,49,72
Lavender Technology,4.9,724,19,4,--,IT Services & Consulting,Bangalore / Bengaluru +8 other locations,53,73
Smollan Group,3.9,722,1.8k,46,11,Marketing & Advertising,Mumbai +140 other locations,37,73
Rackspace,3.7,722,4.3k,84,1,IT Services & Consulting,Gurgaon / Gurugram +15 other locations,55,73
DuPont,4.2,720,3k,45,10,Waste Management,Hyderabad / Secunderabad +47 other locations,91,73
Boeing,3.8,719,6.6k,100,65,Aviation,Bangalore / Bengaluru +12 other locations,63,73
ASG Eye Hospital,3.5,718,1.7k,60,107,Healthcare,Jaipur +76 other locations,39,73
V-Trans,3.8,715,1.9k,34,--,Logistics,Mumbai +93 other locations,51,73
Adidas,3.9,715,3.7k,82,28,Fashion & Textile,Gurgaon / Gurugram +69 other locations,60,73
Celebal Technologies,3.0,715,4.1k,129,15,IT Services & Consulting,Jaipur +23 other locations,13,73
Neuland Laboratories,4.0,716,2.9k,51,4,Pharma,Hyderabad / Secunderabad +7 other locations,71,73
Lenovo,4.0,715,3.9k,52,15,Consumer Electronics & Appliances,Bangalore / Bengaluru +83 other locations,58,73
Biba Apparels,3.5,714,2.2k,48,--,Fashion & Textile,New Delhi +97 other locations,65,73
Ameriprise Financial,3.7,714,5k,72,2,Financial Services,Gurgaon / Gurugram +11 other locations,96,73
Expleo Solutions,3.5,712,4.7k,73,13,IT Services & Consulting,Chennai +15 other locations,27,73
Padget Electronics,3.9,712,2.5k,77,--,Electronics Manufacturing,Noida +16 other locations,24,73
Care Hospital,4.0,712,2.1k,33,69,Healthcare,Hyderabad / Secunderabad +41 other locations,65,73
Protiviti,3.1,713,4.8k,68,17,Management Consulting,Gurgaon / Gurugram +28 other locations,25,73
RITES,3.9,709,2.4k,39,11,Engineering & Construction,Gurgaon / Gurugram +86 other locations,60,73
McKinsey & Company,3.8,709,8.3k,246,7,Management Consulting,Gurgaon / Gurugram +25 other locations,63,73
XcelServ Solutions,4.4,708,419,11,--,IT Services & Consulting,New Delhi +33 other locations,11,73
TDK India Private Limited,3.9,708,2.2k,46,--,Nashik +26 other locations,,58,74
Google Operations Center,3.6,708,3.6k,98,--,BPO,Hyderabad / Secunderabad +16 other locations,43,74
Molex,3.9,707,3.7k,66,9,Electronics Manufacturing,Bangalore / Bengaluru +17 other locations,62,74
BDO India LLP,3.3,707,3.9k,89,79,Accounting & Auditing,Mumbai +35 other locations,41,74
Stellantis,3.4,707,4.8k,62,3,Automobile,Chennai +16 other locations,17,74
NecLife,3.6,706,2.3k,62,4,Pharma,Chandigarh +30 other locations,55,74
Ag Industries,3.9,707,2.8k,54,--,Auto Components,Gurgaon / Gurugram +32 other locations,58,74
Sykes Business Services Of India,3.4,706,2.6k,53,15,BPO,Hyderabad / Secunderabad +17 other locations,205,74
BSH Home Appliances Group,3.9,705,2.3k,39,8,Consumer Electronics & Appliances,Bangalore / Bengaluru +58 other locations,5,74
AI Airport Services,3.3,705,1.6k,45,--,Aviation,Mumbai +61 other locations,3,74
LG Soft India,2.9,703,4.5k,108,--,IT Services & Consulting,Bangalore / Bengaluru +15 other locations,67,74
Writer Information Management Services,3.2,704,2.7k,37,--,BPO,Mumbai +67 other locations,26,74
uFaber,2.2,702,1.4k,54,--,Education & Training,Mumbai +24 other locations,57,74
Sterlite Power,4.1,703,3.2k,37,19,Power,New Delhi +83 other locations,68,74
Medreich,3.9,701,2.9k,58,4,Pharma,Bangalore / Bengaluru +14 other locations,69,74
Samunnati,4.5,701,896,83,2,NBFC,Chennai +61 other locations,286,74
Mindsprint,3.6,700,3.9k,67,17,IT Services & Consulting,Chennai +10 other locations,102,74
Mitsubishi Electric India,4.2,699,2.8k,44,3,Electronics Manufacturing,Pune +51 other locations,57,74
Bikanervala,3.9,699,2k,28,--,FMCG,New Delhi +69 other locations,61,74
Nvidia,3.5,699,5.1k,128,133,Hardware & Networking,Pune +19 other locations,69,74
TCNS Clothing Company,4.1,698,1.6k,27,--,Fashion & Textile,New Delhi +108 other locations,61,75
LEAP India Limited,4.6,698,1.2k,30,9,Packaging,Mumbai +47 other locations,30,75
Office Beacon,4.6,697,865,68,8,BPO,Vadodara +21 other locations,15,75
Volkswagen Group Technology Solution,3.9,697,4.3k,76,89,IT Services & Consulting,Pune +14 other locations,15,75
Tavant Technologies,3.8,696,6.2k,81,36,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,88,75
Turtlemint,3.6,696,2.5k,52,11,Internet,Mumbai +114 other locations,28,75
B. G. Shirke Construction Technology,4.2,696,2.6k,42,3,Engineering & Construction,Pune +26 other locations,84,75
Rentokil Pest Control,3.6,695,2k,42,306,Facility Management Services,Mumbai +109 other locations,71,75
Redcliffe Labs,3.9,694,1.8k,60,21,Healthcare,New Delhi +83 other locations,56,75
Ascendion,3.4,694,3.3k,117,91,IT Services & Consulting,Bangalore / Bengaluru +16 other locations,7,75
Raychem RPG,3.7,695,2.4k,31,287,Electrical Equipment,Mumbai +32 other locations,91,75
Evision Technoserve,4.7,694,209,274,--,Pune +44 other locations,,23,75
Transrail Lighting,4.0,694,2.5k,57,1,Engineering & Construction,Mumbai +96 other locations,47,75
The Akshaya Patra Foundation,4.3,693,1.9k,42,11,Non-Profit,Bangalore / Bengaluru +66 other locations,62,75
Delta Electronics,3.9,693,3.6k,63,2,Electronics Manufacturing,Bangalore / Bengaluru +43 other locations,41,75
Koch Business Solutions,3.2,692,4.9k,66,--,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,44,75
Toppr,3.4,691,3.3k,66,--,EdTech,Mumbai +42 other locations,94,75
Mynd Solutions Private,3.6,691,3.2k,34,--,BPO,Gurgaon / Gurugram +32 other locations,42,75
Bristlecone,3.6,691,6k,66,6,IT Services & Consulting,Bangalore / Bengaluru +15 other locations,56,75
Eugia Pharma Specialities,4.0,691,2.6k,43,--,Pharma,Hyderabad / Secunderabad +18 other locations,28,75
Electrosteel Casting,3.7,690,2.7k,54,6,Building Material,Kolkata +28 other locations,40,76
Aurigo Software Technologies,4.6,691,940,35,16,Software Product,Bangalore / Bengaluru +6 other locations,136,76
Bahwan CyberTek,3.4,690,4.7k,53,250,IT Services & Consulting,Chennai +21 other locations,24,76
Kurlon,4.3,690,2.1k,37,--,Furniture & Furnishing,Bangalore / Bengaluru +88 other locations,88,76
Embibe,3.4,689,2.6k,61,--,EdTech,Bangalore / Bengaluru +19 other locations,84,76
Home First Finance Company India,3.5,689,2.5k,65,304,NBFC,Mumbai +103 other locations,27,76
HSBC Bank,3.9,689,3k,41,1,Banking,Bangalore / Bengaluru +38 other locations,20,76
Goodyear,3.6,688,2.6k,73,8,Auto Components,Aurangabad +65 other locations,49,76
Amrit Cement,3.9,687,1.4k,80,18,Building Material,Guwahati +50 other locations,30,76
Gartner,3.8,687,6.3k,96,64,Management Consulting,Gurgaon / Gurugram +18 other locations,23,76
Csc E Governance Services,3.8,686,1.7k,46,2,Government,New Delhi +201 other locations,43,76
Flash Electronics,3.6,686,2.5k,36,--,Electronics Manufacturing,Pune +23 other locations,60,76
Genus Power Infrastructures,3.9,685,2.8k,68,--,Electronics Manufacturing,Jaipur +83 other locations,49,76
